fecha,localidad,pais,numero_victimas,numero_heridos,descripcion,latitude,longitude
1980-06-10,Ourense,España,1,0,Frustrado  secuestro por parte de ETApm del diputado gallego de UCD Gómez Franqueira.  Los secuestradores se introdujeron en el domicilio pero el diputado disparó a  uno de ellos en el cuello con un revólver que tenía en casa y los  secuestradores huyeron con el herido.,42.3436415,-7.8674242
1980-06-15,Pamplona,España,1,0,"Es  asesinado el agente de la Policía Nacional Ángel Postigo Megías, cuando salía  de visitar a su abuela. Cuando se disponía a brir la puerta de su coche, un  hombre y una mujer se le acercaron y comenzaron a dispararle, causándole la  muerte en el acto.",42.8184538,-1.6442556
1980-06-19,Amorebieta,España,1,0,"Es  asesinado el empleado municipal   José Pablo García Lorenzo, cuando se salía de su casa para dirigirse  al trabajo. Dos individuos se le acercaron y le dispararon a bocajarro.",43.2201761,-2.7323154
1980-06-20, Sestao,España,1,0,"Es asesinado el  comerciante Julio Santiago Expósito Pascual, cuando caminaba junto a su  padre, al salir de la sastrería donde trabajaban y que era propiedad de la  familia. Dos terroristas se les acercaron, empujaron al padre y ametrallaron  al hijo, rematándolo en el suelo con dos tiros.",43.309341,-3.0074501
1980-06-25,Vitoria-Gasteiz,España,1,0,"Es  asesinado el jefe de las oficinas técnicas de la factoría Michelín de Vitoria  Luis Hergueta Guinea de un tiro en la nuca. El atentado, llevado a cabo por  un individuo no identificado, se produjo alrededor de las 13.30 de la tarde,  cuando Hergueta transitaba por la céntrica calle de Dato, en las proximidades  de su domicilio.",42.8465088,-2.6724025
1980-07-02,Amurrio,España,1,0,"Es  asesinado Joaquín Becerra Calvente, propietario de un bar en Amurrio, aunque  trabajaba en la empresa Tubos del Nervión. Dos individuos le dispararon siete  tiros en la puerta del bar donde se encontraba.",43.0525066,-3.000896
1980-07-13, Orio,España,1,0,"Son asesinados  en Orio los agentes de la Guardia Civil Aurelio Navío Navío y Antonio Gómez  Ramos, que iban en una patrulla policial cuando fueron sorprendidos por  varios miembros de ETA. Los vehículos y los policías respondieron al ataque  matando a un terrorista e hiriendo a otro.",43.2760488,-2.127262
1980-07-18,Bergara,España,1,0,Es  asesinado en Vergara el trabajador Ramón Ledo Taboadacuando reparaba un coche  en el taller en el que trabajaba como chapista. Dos encapuchados entraron en  el taller y le dispararon.,43.1175442,-2.4133452
1980-07-22,Villamediana,España,1,0,"El  teniente de la Guardia Civil Francisco López Bescos es asesinado. Un teniente  de la Guardia Civil ha resultado muerto y otros 36 guardias heridos de  diversa consideración en un atentado perpetrado esta mañana en la provincia  de La Rioja, al explotar un artefacto de gran potencia debajo de un autocar  en el que viajaban 45 miembros de la Benemérita.",42.0501652,-4.3612173
1980-08-02,Eibar,España,1,0,El  soldador de Eibar Mario González Blasco es secuestrado cuando se dirigía a su  trabajo. Horas más tarde su cadáver era encontrado en las proximidades con  ocho impactos de bala.,43.1842839,-2.4732748
1980-08-27,Irún,España,1,0,"Jesús  María Echeveste Toledo es asesinado por un individuo que se le acercó y le  disparó con una escopeta de cañones recortados. Jesús Mª Echeveste era  apoderado en la agenciade aduanas Sucesores de Echeandía, de la que era  copropietario junto con su hermano. Al parecer se había negado a pagar el  impuesto revolucionario.",43.3383176,-1.7888095
1980-09-03,Santurce,España,1,0,"Es  asesinado Antonio Fernández Guzmán, conductor portuario cuando se dirigía a  su trabajo. Dos individuos le tirotearon a corta distancia, alcanzándole  cuatro disparos que le produjeron la muerte instantánea.",43.3287527,-3.0318766
1980-09-06,Erentxun,España,1,0,"Es  asesinado el capitán de la Policía Nacional Basilio Altuna Fernández. Cuando  se encontraba en la plaza del pueblo de Erentxun, un miembro de ETA  político-militar se le acercó y le disparó a corta distancia, provocándole la  muerte en el acto.",42.80994085,-2.520974468
1980-09-13,Durango,España,1,0,"Es  asesinado el teniente coronel del Ejército José maría Urquizu Goyogana cuando  se encontraba en la farmacia familiar en Durango. Un hombre y una mujer  entraron en la farmacia con el pretexto de una muestra de sangre. Cuando José  María Urquizu se inclinó sobre el microscopio, recibió un tiro en la nuca.  Los terroristas escaparon en un coche previamente robado en el que les  esperaba un compañero.",43.1707065,-2.6334897
1980-09-20,Markina,España,1,0,"Mueren  asesinados cuatro agentes de la Guardia Civil. Antonio García Argente,  Mariano González Huertos, Miguel Fernández Espegares y Alfonso Martínez Bello  fueron abatidos por tres terroristas que entraron con metralletas al  restaurante en el que estaban comiendo.",42.98026485,-2.811342095
1980-09-21, Orio,España,1,0,"Es secuestrado  el industrial Pedro Abréu Almagro, exiliado cubano, que resulta finalmente  liberado. Cinco miembros de ETA armados entraron en la villa de los padres  políticos de Abréu en Orio. Cinco horas después de entrar en la vivienda,  tres de los secuestradores se llevaron a Abréu. Los otros dos terroristas se  quedaron en el domicilio dos horas más, y abandonaron la casa después de  cortar la línea telefónica y avisar a los familiares de que no avisaran a  nadie hasta pasadas tres horas. Abréu fue liberado 45 días después y sus  familiares lo encontraron en lamentables condiciones en un descampado de la  provincia de Burgos.",43.2760488,-2.127262
1980-09-29, Vitoria-Gasteiz,España,1,0,El miembro de  la Ejecutiva de la UCD José Ignacio Ustaran es secuestrado en su domicilio  por un comando etarra. Horas más tarde su cadáver es encontrado en el  interior de su automóvil en Vitoria con un tiro en la cabeza.,42.8465088,-2.6724025
1980-09-29,Bilbao,España,1,0,"Con  la acusación de ser un gerrillero de Cristo Rey, dos terroristas de ETA  atentaron mortalmente contra el jubilado Ramón Coto cuando se encontraba en  el estanco de unos amigos. Mientras uno de los terroristas vigilaba la  puerta, el otro penetró en el establecimiento y disparó a corta distancia  contra Coto, quien terminó muriendo el 2 de octubre.",43.2630051,-2.9349915
1980-10-02,Rentería,España,1,0,"A  las cuatro de la mañana una llamada dio aviso de que en el maletero de un  coche situado frente a una tienda de bicicletas de Rentería se encontraba el  cadáver de un hombre. Al acudir la policía, en efecto, se encontraron con el  cadáver del taxista Benito Morales, con dos disparos recibidos en la nuca.",43.3125271,-1.8986133
1980-10-03,Durango,España,1,0,"Los  agentes de la Policía Nacional Sergio Canal, José Antonio Merenciano y Jesús  Hernando volvían en coche a Bilbao después de una jornada de trabajo  expediendo DNIs en Durango cuando fueron asesinados. Cuatro miembros de ETA  se escondieron a los dos lados de la carretera por la que debían pasar los  policías para salir de Durango, junto a un semáforo. Los policías se  detuvieron en dicho semáforo al encontrárselo en rojo y los terroristas  aprovecharon ese momento para ametrallar el vehículo varias veces. Después se  acercaron al mismo y remataron a sus ocupantes con disparos a la cabeza.  Después del asesinato, los agresores se dieron a la fuga en un coche  previamente robado.",43.1707065,-2.6334897
1980-10-04, Salvatierra,España,1,0,"Los guardias  civiles de Tráfico Avelino Palma Brioa (31 años), Ángel Prado Mella (26 años)  y José Luis Vázquez Platas (31 años) estaban listos para guiar con sus motos  la cabeza de una carrera ciclista que se iba a celebrar en el pueblo alavés  de Salvatierra, dentro de sus fiestas patronales. Cuando se encontraban a la  espera del inicio de la carrera, tres miembros de ETA con la cara cubierta se  les acercaron y les dispararon, ocasionándoles la muerte. También resultó  herido en una mano por una bala perdida Lauren Gorospe, el presidente del  club de ciclismo de Salvatierra.",42.8492823,-2.3890592
1980-10-07,Eibar,España,1,0,"Carlos  García, estanquero de 55 años de Eibar, había sido amenazado en numerosas  ocasiones por ETA y había visto cómo su coche había sido incendiado dos  veces. ETA lo acusaba de colaborar con la policía y, junto a su familia,  decidió marchar fuera de Euskadi. Días antes de marchar quedó con las  personas a las que había traspasado el estanco para explicarles su  funcionamiento. García fue al establecimiento junto a su esposa, pero dos  terroristas entraron en el establecimiento y, sin decir nada, uno de ellos lo  disparó varias veces, produciéndola la muerte instantánea.",43.1842839,-2.4732748
1980-10-13,San Sebastián,España,1,0,"El  teniente coronel del Ejército Lorenzo Motos circulaba con su coche por las  calles de San Sebastián. En un semáforo en rojo, Motos tuvo que detenerse y  fue ese el momento en el que tres terroristas de ETA dispararon sus  metralletas contra él. Los tres impactos de bala que recibió acabaron con su  vida.",43.3224219,-1.9838889
1980-10-22, Bermeo,España,1,0,"ETA secuestró a  José Garavilla, de 44 años y director de una empresa conservera. El secuestro  duró un día y medio, después de las negociaciones entre ETA y un sector del  PNV, partido al que el industrial era afín.",43.4194242,-2.7231562
1980-10-23,Amorebieta,España,1,0,"Felipe  Extremiana fue asesinado en el momento en el que se dirigía a trabajar al  centro de Formación Profesional donde impartía clases. Nada más aparcar y  salir de su automóvil, dos terroristas de ETA que lo estaban esperando lo  tirotearon. Al parecer se encontraba amenazado.",43.2201761,-2.7323154
1980-10-29, San Sebastián,España,1,0,"ETA asesinó a  Carlos Fernández Azpiazu, trabajador de Telefónica, cuando se encontraba con  dos socios en el bar que llevaban. Dos terroristas entraron en el  establecimiento y lo asesinaron a tiros. Después, escaparon en un coche  robado en el que les esperaba otro compañero. Acusaron a Fernández de ser  traficante de drogas y de estar implicaodo en las escuchas telefónicas  ilegales.",43.3224219,-1.9838889
1980-10-31,San Sebastián,España,1,0,"Juan  de Dios Doval, profesor de universidad de 37 años y militante de UCD, salió  de su casa para ir a la universidad a dar clase cuando dos terroristas se le  acercaron a cara descubierta y le descerrajaron tres tiros que le quitaron la  vida. Después, escaparon en un coche robado un poco antes.",43.3224219,-1.9838889
1980-10-31,Hernani,España,1,0,"Es  secuestrado el abogado de 30 años José María Pérez López en Hernani, por dos  individuos. Horas después aparecería su cadáver con un disparo en la cabeza.  Para llevarse a Pérez de su domicilio, dos terroristas entraron en su casa  amenazando a su madre con un arma. ETA lo acusó de tener relación con el  tráfico de droga.",43.2661107,-1.9747419
1980-11-03,Zarautz,España,1,0,"En  Zarautz son asesinados cuatro agentes de la Guardia Civil. Los fallecidos son  los cabos Ángel Retamar Nogales y Arturo López Hernández y los agentes  Modesto García Lorenzo y Julio César Castrillejo Pérez. También fue asesinado  el peluquero Miguel Lasa Arruabarrena. Fueron asesinados en un bar que solía  ser frecuentado por los agentes, costumbre que detectó ETA. Así pues, tres  terroristas armados con metralletas entraron en el local y dispararon  indiscriminadamente contra los agentes, además de que uno de los disparos  alcanzó al mencionado peluquero Miguel Lasa. Otro agente (Nicolás Martín  Maestro) y cuatro vecinos más de Zarautz resultaron heridos (Basilio Elola,  Antonio Izquierdo, Ismael Aguirre Unanue e Izaskun Garmendia).",43.2834873,-2.1723467
1980-11-06, Eibar,España,1,0,"Miembros de ETA  acudieron a la salida de una sesión de cine para asesinar a unos agentes de  policía que creían que estaban viendo una película en su interior. Sin  embargo, a la salida no los vieron y decidieron volver para sus casas. En esa  vuelta, al identificar un coche propiedad de un policía, improvisaron y  esperaron la llegada de su dueño para atentar contra él. Momentos más tarde  apareció el policía nacional Alberto Lisalde con su amigo Sotero Mazo,  peluquero, y los terroristas los asesinaron a tiros. ETA responsabilizó al  peluquero de ser miembro de la red de confidentes en Eibar.",43.1842839,-2.4732748
1980-11-12,Ataun,España,1,0,"El  camionero de 55 años Miguel Zunzunegui fue asesinado, en presencia de su  hermana, cuando volvió de realizar un trabajo y se encontraba en el garaje de  su casa. Dos terroristas de ETA encapuchados lo tirotearon en ese momento.",43.0065863,-2.1762273
1980-11-14,Santurce,España,1,0,"El  trabajador de Altos Hornos y militante de UCD Vicente Zorita volvía a la  noche a su casa después de tomar unos vinos cuando, al parecer, fue  secuestrado en el portal de su casa. Una hora más tarde de que lo vieran con  vida, unos jóvenes encontraron su cuerpo con los ojos vendados y abribillado  a balazos.",43.3287527,-3.0318766
